,Job Title,Salary Range,Job Description,Rating,Company Name,Location,Headquarters,Size,Founded,Type of ownership,Industry,Sector,Revenue,Competitors
0,Data Scientist,"$72k-$123k
(Glassdoor Est.)","Why choose between doing meaningful work and having a fulfilling life? At MITRE, you can have both. That's because MITRE people are committed to tackling our nation's toughest challenges—and we're committed to the long-term well-being of our employees. MITRE is different from most technology companies. We are a not-for-profit corporation chartered to work for the public interest, with no commercial conflicts to influence what we do. The R&D centers we operate for the government create lasting impact in fields as diverse as cybersecurity, healthcare, aviation, defense, and enterprise transformation. We're making a difference every day—working for a safer, healthier, and more secure nation and world. Our workplace reflects our values. We offer competitive benefits, exceptional professional development opportunities, and a culture of innovation that embraces diversity, inclusion, flexibility, collaboration, and career growth. If this sounds like the choice you want to make, then choose MITRE—and make a difference with us.

The MITRE Corporation has a new opportunity for an innovative data scientist with health or health-related experience. You will be challenged to creatively apply data science (e.g., data analysis and data visualization) to a variety of projects in support of the Department of Health & Human Services. The ideal candidate will bring additional skills or expertise to this position, including experience in issues surrounding data analysis: ethics, privacy, bias, interoperability, and social determinants of health.

Key functions:
Perform as a subject matter expert and at times lead small teams or tasks focused on defining, analyzing, modeling, measuring, predicting, and visualizing health and health systems scenarios and outcomes.
Evaluate, develop, and employ expertise in data science, health and healthcare, and industry best practices.
Apply specialized expertise in mathematics, science/clinical research, ethics, policy, privacy/security, cybersecurity, or other health and healthcare-related subject matter areas to projects and tasks.
Apply creative and strategic thinking to identify problems, solutions, and potential alternative approaches and outcomes to current practices and standards.
Leverage data modeling, simulation, or visualization as needed.
Design/web design experience welcomed, including an ability to produce mock-ups in a tool such as Sketch, AI, XD, Affinity Design.
Maintain and develop deep knowledge of health and healthcare systems.
Requirements:
Master’s degree in science, computer science, engineering, and/or a health-related field, with 2+ years of relevant work experience. A Bachelor’s degree coupled with substantial experience may be acceptable.
Hands on technical expertise in statistical computing and data analytic programming and/or scripting in Python and Python libraries required; R, SQL, data visualization tools (Tableau, Jupyter, etc.) a plus.
Solid understanding of the healthcare industry, including government and private healthcare organizations; knowledge of the data systems and formats used in federal health systems a plus.
A strong track record of successfully delivering on deadlines.
Exceptional organizational skills and meticulous attention to detail.
Self-starter with excellent written and oral communication skills required.
Ability to work out of MITRE’s Bedford MA, Baltimore MD or McLean VA campuses is preferred. Professionals who can successfully collaborate via teleworking will be most welcome to apply.
MITRE is proud to be an equal opportunity employer. MITRE recruits, employs, trains, compensates, and promotes regardless of race, religion, color, national origin, gender, gender expression, sexual identity, disability, age, veteran status, and other protected status.

MITRE intends to maintain a website that is fully accessible to all individuals. If you are unable to search or apply for jobs and would like to request a reasonable accommodation for any part of MITRE’s employment process, please contact MITRE’s Recruiting Help Line at 703-983-8226 or email at recruitinghelp@mitre.org.

Copyright © 1997-2020, The MITRE Corporation. All rights reserved. MITRE is a registered trademark of The MITRE Corporation. Material on this site may be copied and distributed with permission only.",3.3,"MITRE
3.3","McLean, VA",-1,5001 to 10000 Employees,1958,Nonprofit Organization,Federal Agencies,Government,$1 to $2 billion (USD),-1
1,Data Scientist,"$111k-$143k
(Glassdoor Est.)","Job Duties & Responsibilities
Bring Creativity to Data products.
Analyze transaction data.
Build models to predict possible finance operation inconsistencies.
Use machine learning methods to perform transaction matching (matching algorithms).
Cleanse raw data for use in models.
Perform data munging, data mining, clustering & classification methods, pattern recognition.
Comfortable with Statistics, Calculus & Multivariate analysis.
You will work closely with a small R&D team with Product Managers, Data Engineers & Analysts. The R&D team will experiment with the data and come up with POC's.
Familiar with SQL, Python, R, Spark MLib, AWS, SQL Server, Redshift.
Most of the data currently lives in SQL Server. We are experimenting with AWS Redshift as well. Python for coding and someone with experience with Spark MLib & Machine learning is a big plus.
Qualifications
Extensive experience solving analytical problems using quantitative approaches.
Comfort manipulating and analyzing complex, high-volume, high-dimensionality data from varying sources.
A strong passion for empirical research and for answering hard questions with data.
A flexible analytic approach that allows for results at varying levels of precision.
Ability to communicate complex quantitative analysis in a clear, precise, and actionable manner.
Familiarity with relational databases and SQL
Expert knowledge of an analysis tool such as R, Matlab, or SAS
Strong working knowledge of financials
Acquired skills would include Data Warehousing, ETL, BI, Data Mining, and Machine Learning.
Strong written and verbal skills – able to explain the work in plain language
MS in Computer Science or other quantitative disciplines or BA with 2+ years applicable experience",3.9,"BlackLine
3.9","Woodland Hills, CA",-1,501 to 1000 Employees,2001,Company - Public,Computer Hardware & Software,Information Technology,$100 to $500 million (USD),-1
2,Geospatial Data Engineer (TS/SCI-Full Scope Polygraph),-1,"Clearance: Current TS/SCI ISSA (Full-Scope Polygraph) required*
Description: Provide data flows and transformations to automate, script, visualize, and modeling subnational wealth. Day to day technical tasks include meeting with the customer to understand and refine the requirements. The data engineer will use Nifi and Python to create data flows and transformations and understand the workflow of the project. They will work with the customer to implement any requested updates, move data storage to RDS, and work with security to ensure the entire system is compliant. They will compile security controls and artifacts and contribute to the Standard Operating Procedures and other related documents.

Other Technical Skills:
Experience scripting in Python and using NiFi
Some knowledge of geospatial software such as ArcGIS, QGIS (or willingness and ability to learn)
Experience with SQL, PostGreSQL/PostGIS
Knowledge of best practices for data standards, data management, data quality
Core Competencies:
Conceptual, quantitative, organizational, research, writing, verbal communication, and graphical representation skills.
Sound judgment and creative problem solving and independent working skills.
Sound interpersonal and teamwork skills to work with individuals and organizations, to include varying levels and types (Government, industry, and academia).
Facilitation skills to bring diverse groups together on issues and reach consensus across stakeholders.
The ability to perform complex analyses and to communicate its results using accurate, concise, and effective writing and through descriptive and graphical representations.
Technical understanding of the systems supporting aspects of the functional areas.
Knowledge of standard tools [e.g., the Agency Data Services Network (ADSN), iCE workstations, Microsoft Office, the Agency Internet Network (AIN), and the Microsoft Office software applications], as appropriate; and a demonstrated ability to learn to use and support other tools that may be added or developed as the program evolves.
Flexibility in assisting with ad hoc tasks and in adjusting as tasks are re-prioritized.
Travel: Minimal CONUS travel may be required.

Company Information: New Light Technologies (NLT) provides comprehensive Information Technology, Geospatial Information Systems (GIS) and Remote Sensing technology consulting and staffing solutions for government, commercial, and non-profit organizations. NLT employs a cadre of experienced project managers, infrastructure experts, system architects, data scientists, web developers, geospatial experts and software engineers who work across a broad range of COTS, Open Source, and custom technologies to devise the best solutions. NLT specializes in DevOps enterprise-scale Systems Design, Integration, Development, and Management, and offers exceptional capabilities in Infrastructure Modernization, Cloud Migration & Management, Virtualization, Microservices, & Containerized Computing, and the development of High-Performance Mobile Computing solutions.

NLT has a diverse customer base and is looking to bring on team members to work on-site, virtually, and embedded with our customers to help them reach, meet, and exceed their mission goals in every engagement. NLT offers competitive salaries and benefits including PTO, Healthcare, access to a vast network of group benefits such as commuter benefits and retirement plan access. NLT is an equal opportunity employer.

Job Types: Full-time, Contract

Pay: $80,000.00 - $110,000.00 per year

Benefits:
401(k)
Dental insurance
Employee assistance program
Employee discount
Flexible schedule
Flexible spending account
Health insurance
Paid time off
Parental leave
Professional development assistance
Referral program
Retirement plan
Vision insurance
Schedule:
Monday to Friday
On call
Weekends
Supplemental Pay:
Bonus pay
Commission pay
Signing bonus
COVID-19 considerations:
While most of our work is done remotely during the COVID-19 Pandemic, this job in the National Security Sector requires physical presence on site.

Work authorization:
United States (Required)
Application Question:
Please list any presentations, repos, or other online content that is publicly available if you have them. For proper consideration, please make sure to take our skills tests in this indeed posting.
Security Clearance Required:
Top Secret (Required)
Contract Length:
1 year
More than 1 year
Varies
Contract Renewal:
Likely
This Company Describes Its Culture as:
Detail-oriented -- quality and precision-focused
Innovative -- innovative and risk-taking
Outcome-oriented -- results-focused with strong performance culture
People-oriented -- supportive and fairness-focused
Team-oriented -- cooperative and collaborative
Company's website:
https://NewLightTechnologies.com
Benefit Conditions:
Waiting period may apply
Only full-time employees eligible
Work Remotely:
No",5.0,"New Light Technologies, Inc.
5.0","McLean, VA",-1,1 to 50 Employees,-1,Company - Private,Accounting,Accounting & Legal,$1 to $5 million (USD),-1
3,Biological Data Scientist,"$56k-$97k
(Glassdoor Est.)","*Organization and Job ID**
Job ID: 311168

Directorate: Earth and Biological Sciences Directorate

Division: Biological Sciences

Group: Biological Systems Science
*Job Description**
The new Computational Biology Group at the Pacific Northwest National Laboratory (PNNL) is seeking a senior data scientist to join our team to execute on existing projects as well as lead in the development of new research proposals. Expertise in statistics, analysis of omic data, biomarker discovery, software development, proposal development and working in multidisciplinary teams are highly relevant.

The data scientist will contribute to diverse fundamental science research programs studying human health problems such as cancer and infectious diseases as well as microbial communities and environmental microbiology. The candidate will be responsible for data analysis from various high-throughput omics platforms, such as DNA/RNA sequence data, proteomics and metabolomics. The position involves technical work with complex multi-omics data from ongoing studies, focusing on application of methods for analysis, data integration, and machine learning. The incumbent will define and carry out the application of existing methodologies, as well as perform original research in the field of computational biology as needed to extract meaning from complex biological data. In addition to technical research, this position expects participation in publishing, project leadership, and business development.

The ideal candidate should have a strong statistics and programming skills with knowledge of fundamental basic biology. The candidate should have good communication skills with a demonstrated capability to perform multi-disciplinary, collaborative research. The candidate should also have an interest in applying new approaches and knowledge to science problems associated with human health, bioenergy, and carbon cycling. The candidate should be highly proficient in at least on programming language (Python, R, e.g.) and have experience in software development practices (version control, unit testing, etc.).
*Minimum Qualifications**
+ BS/BA with 5 years of experience, MS/MA with 3 years of experience, or PhD with 1 years of experience
*Preferred Qualifications**
+ MS/MA or PhD in statistics, biostatistics, bioinformatics or a closely related field.

+ Significant experience with software development tools (GitHub) and Python or R development experience

+ Demonstrated ability to collaborate within and across institutions
*Equal Employment Opportunity**
Battelle Memorial Institute (BMI) at Pacific Northwest National Laboratory (PNNL) is an Affirmative Action/Equal Opportunity Employer and supports diversity in the workplace. All employment decisions are made without regard to race, color, religion, sex, national origin, age, disability, veteran status, marital or family status, sexual orientation, gender identity, or genetic information. All BMI staff must be able to demonstrate the legal right to work in the United States. BMI is an E-Verify employer. Learn more at jobs.pnnl.gov.
*_Please be aware that the Department of Energy (DOE) prohibits DOE employees and contractors from participation in certain foreign government talent recruitment programs. If you are offered a position at PNNL and are currently a participant in a foreign government talent recruitment program you will be required to disclose this information before your first day of employment._**
*Closing Statement**
+ U.S. Citizenship

_Directorate:_ _Earth & Biological Sciences_

_Job Category:_ _Scientists/Scientific Support_

_Group:_ _Biological Systems Science_

_Opening Date:_ _2020-09-04_

_Closing Date:_ _2020-10-14_",3.9,"PNNL
3.9","Richland, WA",-1,1001 to 5000 Employees,1965,Government,Energy,"Oil, Gas, Energy & Utilities",$500 million to $1 billion (USD),-1
4,"Senior Data Scientist, Zoro",-1,"Company Summary:
Zoro.com is an eCommerce company that sells business supplies, equipment, and tools—but we’re much more than just a website. We’re a team of people who win and lose together (we prefer winning!). Since 2011, Zoro has been working hard to make it easy for our customers to purchase everything they need to make their businesses go. Zoro currently offers 3 million products, fast and free shipping, no-hassle returns, and exceptional customer service. We’ve grown quickly in a short time, recently surpassing 400 team members and reaching annual revenue of over $500 million. Add to that our award-winning culture—we were named a Great Place to Work for 2019-20, among other accolades—and we think Zoro is a pretty amazing place to work and grow.

Primary Function:
Our Sr. Data Scientists are key contributors to the development of Zoro’s customer, product, eCommerce, and pricing plans. The Data Science team covers a broad scope of projects including customer segmentation, A/B testing, marketing investment optimization, predictive modeling, promotion forecasting, and pricing analysis. We are closely integrated with our business leaders and support their ability to make critical decisions. At Zoro, you will be challenged by new questions every day.

Duties and Responsibilities:

Lead data science projects from beginning to end: develop and refine the idea, create a project plan and methodology, collaborate with business partners, execute, and provide recommendations for the company
Collaborate with other data scientists to develop and implement algorithms, write code, evaluate relevant academic research, and deliver outputs
Advise the company about tools, data sources, and best practices to facilitate digital marketing, pricing, and web analytics
Build predictive and inference models using Python and R to support business initiatives in the areas of customer acquisition, activation, engagement, retention, or channel investment optimization
Document code and data science processes that are critical to the company, and develop strategies to ensure those processes are robust and fault-tolerant
Communicate findings to business leaders and colleagues using data visualizations, presentations, and written means

Qualifications:

Experience leading data science projects that have a direct impact on company objectives
Demonstrated ability to assist business decision-making through data mining and machine learning
Strong communication skills to collaborate effectively with business stakeholders. Must be able to interact cross-functionally and drive both business and technical discussions
5+ years’ progressive business experience in areas including marketing analytics, database marketing, data mining, or statistical modeling. Experience using data science or advanced analytics in an Internet retailer or a top-tier consumer-focused company is required
Ability to translate complex business problems into project plans and solve them by analyzing large amounts of data
Familiarity with Python or R for statistical modeling, clustering, classification, machine learning, and data mining
Demonstrated proficiency in SQL and cloud-hosted data platforms (Google Cloud Platform, AWS, etc)
Familiarity with BI tools such as Tableau or Looker, and ability to communicate results to business partners
Master’s degree preferred in quantitative fields such as Statistics, Engineering, Operational Research, or Economics
Knowledge of web tracking technology and web analytics tools (Google Analytics, Adobe Analytics, etc.) a definite plus

Final note: We share a commitment to our Zoro values – Win & Lose Together (We prefer winning!), Take Ownership, We Are Transparent, and Aspire to be Customer-Obsessed. Everything we do at Zoro is centered around delighting our customers. It's a natural extension of our company culture and how we care for each other. We believe when we act in ways that are consistent with these values, we can solve any technical challenge that lies ahead of us. As a Zoro employee, you can expect to work with smart, energetic people, learn something every day, and be valued for your perspective.

Zoro is an Equal Opportunity Workplace and an Affirmative Action Employer.
All qualified applicants will receive consideration for employment without regard to race, color, religion, sex, sexual orientation, gender identity, national origin, disability, or protected veteran status.",2.0,"Zoro Tools
2.0","Chicago, IL",-1,Unknown,-1,Company - Private,-1,-1,Less than $1 million (USD),-1
5,Machine Learning Engineer,-1,"Machine Learning Engineer Northern, VA

Machine Learning Engineer

NuWave Solutions is seeking Machine Learning (ML) Engineers to produce automated anomaly/object detection and characterization, forecasting, optimization, and recommendation solutions to national security challenges using modular, cloud-native, API-centric approaches. These solutions will support next-generation defense and intelligence operations with a focus on incorporating machine learning insights to automate and scale analysis and improve decision support. Teams will be working in a highly collaborative environment and expected to identify opportunities to apply and improve data-driven insights and support related design and development within big data environments. Other responsibilities include:
Engage with mission owners/operators to discover applications for ML, set project expectations, define requirements, and review results
Design and develop reusable workflows for data integration, transformation, and feature engineering required to train models
Train and validate models, often in big data, distributed environments
Perform exploratory data analysis to understand data and model-derived insights
Perform model introspection to understand model behaviors and explain predictions
Visualize data and model-derived insights to communicate internally and externally
Integrate models into operational systems
Lead trade studies, analyses of alternatives, and assessments of existing systems
Develops or provides input to engineering artifacts
Requirements
Active Top-Secret clearance required
Minimum (positions are available at multiple levels of seniority) of a bachelor’s degree and 5 years of experience in a science or engineering field
Ability to describe the data assumptions and processing steps of common machine learning methods, and which methods are appropriate for a variety of use cases
Expertise with ML libraries, like Scikit-learn, Pandas, Numpy, PySpark, MXNet, MLib, and Weka
Experience with ML platforms, like KNIME, Spark, SageMaker, H2O, and TensorFlow
Familiarity with Java, Python, and SQL including related ecosystems and frameworks, like Eclipse and Jupyter Notebook
Familiarity with visualization tools, preferably Qlik, Tableau, Plotly, Kibana, Matplotlib, and QGis
Strong problem-solving skills
Strong written and oral communications skills
Able to work independently and self-identify tasks
Ability to review and maintain existing code and applications
Ability to research and evaluate new concepts and processes to improve performance
Preferred Skills
Familiarity with time series forecasting
Familiarity with distributed platforms (i.e. HBase, Kafka, Spark, NiFi) and the cloud (i.e. AWS, GCP, Azure), preferably Amazon Web Services
Familiarity with no-SQL databases like Neo4j, ElasticSearch, or Cassandra
About NuWave Solutions

NuWave Solutions is a recognized leader in providing anticipatory intelligence and advanced data analytics to the defense, intelligence, and private sectors for over 20 years. Leveraging artificial intelligence and machine learning methodologies, NuWave Solutions streamlines the Data-to-Decision lifecycle faster than traditional practices allowing clients to take action with confidence.

For more information on how NuWave Solutions supports its clients and builds upon success, please visit https://www.nuwavesolutions.com

Position Details

Locations of Positions: Reston, McLean, or Herndon, VA; Joint Base Andrews-Bolling, DC; Suitland, MD

Travel Required (CONUS/OCONUS): CONUS

If Travel is required, how much? 5%

Work Schedule: Day Shift

Authorization to work in US is required

8570 Requirements: N/A

NuWave Solutions is an Equal Opportunity Employer/Veterans/Disabled

Tagged as: Machine Learning Engineer",4.4,"NuWave Solutions
4.4",Virginia,-1,51 to 200 Employees,1999,Company - Private,IT Services,Information Technology,$5 to $10 million (USD),-1
6,Marketing Data Analyst,"$34k-$62k
(Glassdoor Est.)","Can you work in a relationship with other people where it requires ongoing flexibility?
Do you have an upbeat, positive attitude?
Do you take pride in knowing you are helping to make things happen?
If you can answer yes to these questions, Idaho Central Credit Union may have an opportunity ideally suited for you.
As a Marketing Data Analyst, your primary function is to interpret credit union data, analyze results and implement decisions based on the data. You will be responsible for turning data into information and insight that aids in campaign and business decisions. Also you will be responsible for performing a range of functions in support of market research, market assessment and campaign implementation.

Assist in managing technical aspects of key marketing systems (marketing automation, CRM, data warehouse) used to generate, distribute, and report.
Establish and maintain scalable processes that ensure best practices in campaign and lead management.
Create and maintain metrics reports on marketing and sales activities, effectiveness, and business impact.
Analyze marketing and sales data to develop insights and make recommendations on areas for optimization
Monitor and maintain data quality within the marketing database.
Evaluate new technologies and add-on applications to improve and optimize marketing team performance.
Manage membership targeting to strengthen relationships, prevent attrition, and increase profitability.
Leverage web and email engagement to create member insight and data to help improve individual experiences with our digital channels.
Generate and govern segmentation efforts by developing queries and custom reports, target groups, and campaigns for product and service performance.
Track all marketing campaigns and provide meaningful analysis and insight for future efforts.
Analyze consumer segments and other demographic information from the membership database to provide insight for product development, usage, and cross-sell opportunities.
Manage third-party vendor integration with marketing systems including Salesforce Marketing Cloud, Salesforce Advertising Studio, Salesforce CRM, Adobe Analytics, Integrator MCIF, Encompass CRM and Microsoft Power BI.
Represent the Credit Union at community events as needed.

Bachelor’s Degree in Marketing, Mass Communication, Advertising or related field. 5-9 years of experience with database marketing required. Preferable experience with: Raddon Integrator MCIF, Salesforce Marketing Cloud, Salesforce Advertising Studio, Salesforce CRM, Adobe Analytics, Microsoft Power BI, SQL, and data warehouse experience. Strong analytical skills. Proficiency in marketing automation systems and integrating those systems with other technologies. Technically capable, excellent communicator and a desire to improve processes. Math skills, Secondary-level computer knowledge including Microsoft Office, especially Excel and pivot tables, etc. Ability to maintain the confidentiality of Credit Union and member records at all times. A demonstrated cooperative and positive attitude toward members and other Credit Union staff. Professional in appearance, attendance, quality, and quantity of work performed. Ability to analyze member needs, develop, and coordinate marketing activities to fit member needs with Credit Union products and services. Must be willing to comply with the Bank Secrecy Act and USA Patriot Act as implemented by Idaho Central Credit Union. Team member will be asked to work extended/unique hours.
Perform tasks requiring manual dexterity (processing paperwork, filing, stapling, sorting, collating, typing, counting cash, etc.) Sit for extended periods of time. Lift 20-40 pounds of office supplies (copy paper, computer paper, mail, etc). Some heavy lifting may be required in order to execute proper event logistics. Repetitive motion using wrists, hands, and fingers. Reach keyboards. Ability to operate basic office machines (calculator, computer, telephone, copy machine, fax machine, etc).
Must be eligible for membership at Idaho Central Credit Union to obtain employment.
EOE/Minorities/Females/Vet/Disability
Idaho Central Credit Union is a dynamic financial institution that is focused on helping our members achieve financial success. Established in 1940 we have become the largest and fastest growing financial institution in the state of Idaho. ICCU was voted for large companies the Best Place to work in Idaho. We have also been named by S&P Global Market Intelligence as the top performing credit union in the nation. We are a talent based organization looking for talented individuals to help our members achieve financial success.",4.2,"Idaho Central Credit Union
4.2","Chubbuck, ID",-1,1001 to 5000 Employees,1940,Nonprofit Organization,Banks & Credit Unions,Finance,$50 to $100 million (USD),-1
7,Treasury Data Analyst,"$46k-$82k
(Glassdoor Est.)","Requisition Number:
4141

Job Title:
Treasury Data Analyst

Location City:
Miami Lakes

Location State:
Florida

Job Description:
SUMMARY: The Treasury Analyst supports execution and provides ad hoc analysis across all treasury functions including risk management, funding & liquidity, forecasting, and reporting.

ESSENTIAL DUTIES AND RESPONSIBILITIES include the following. Other duties and special projects may be assigned.

Analysis
Run long-term deposit analysis projects to identify opportunities to efficiently grow the retail deposit portfolio. This analysis will include developing, testing, and maintaining statistical behavioral models and reporting findings to senior management.
Develop reporting tools to streamline reporting and increase depth of understanding of customer behavior and customer lifetime value.
Develop adhoc analytics around liquidity management, funding alternatives and execution, and opportunity cost of different approaches to funding.

Reporting / Reconciliation
Enhance standard daily and periodic reporting and maintain process documentation for all relevant reports including funding mix/cost of funds and certain liquidity metrics.
Testing and implementation of new technology tools including Tableau dashboards and other platforms.
Develop new dashboard and key metrics to monitor liquidity and funding profile across various portfolios, time horizons, and markets.

Operations
Act as occasional back up for cash position reporting and exception pricing processing and escalation of non-standard pricing requests.
Maintain up-to-date process documentation around reporting processes including data sources and inputs.
Engage with different groups across IT, operations, and product development to enhance reporting, identify new data sources, and enhance the bank's understanding of customer behaviors.

EDUCATION and/or EXPERIENCE:
Bachelor's Degree in Business, Finance, Economics, Accounting, or related fields from an accredited institution
CFA or MsF preferred
Minimum 3 years in corporate treasury or financial services required
Alternate combination of education and experience may be considered
Experience with statistical modeling or econometric modeling including data management, model development, and interpreting and presenting results
Strong skills in MS Excel, MS PowerPoint, and ability to clearly communicate
Proficiency in statistical modeling/programming languages such as R, Python, or SQL required
Willingness to learn new analysis, querying, and data visualization programs required",3.1,"BankUnited
3.1","Miami Lakes, FL",-1,1001 to 5000 Employees,2009,Company - Public,Banks & Credit Unions,Finance,$10+ billion (USD),-1
8,Web Data Analyst,"$65k-$79k
(Employer Est.)","Web Data Analyst
Corporate Headquarters
12575 Uline Drive, Pleasant Prairie, WI 53158

Our customer promise is worth bragging about. Use your marketing and advertising expertise to spread the word and grow our business.

Better together than apart. This position is on-site, and we are looking for good people who share our passion.

Uline is proud to operate as a drug-free workplace. All new hires must complete a pre-employment drug screening.

Position Responsibilities
Collect web data and statistics for Uline’s various eCommerce websites (Uline.com, Uline.ca and Uline.mx).
Analyze data and provide weekly and monthly reports to management.
Make recommendations to improve website and reduce return rates.
Translate complex and analytical work into easy to understand data points.
Respond to ad hoc reporting requests and maintain relationships with various departments.

Minimum Requirements
Bachelor's degree.
Experience using Google Analytics or Adobe Analytics.
Experience using a data visualization tool such as Power BI or Tableau.
2+ years experience in website analysis.
Proficient in Microsoft Excel with some knowledge of SQL and / or Google BigQuery.
Well organized and detail-oriented with an ability to multitask.
Strong analytical and problem-solving skills.

Benefits
Complete insurance coverage that includes medical, dental, vision and life insurance, Flexible Spending Accounts and wellness programs.
401(k) with 5% employer match.
Paid holidays and generous paid time off.
Bonus programs that include annual performance, sales goals and profit sharing.
Scholarship program for children of employees.

Employee Perks
On-site café with executive chefs and seasonal dinner-to-go options.
First-class fitness center with complimentary personal trainers.
Over four miles of beautifully maintained walking trails.
Numerous employee appreciation events throughout the year.
Professional development classes and monthly in-house speakers.

About Uline

Uline is the leading distributor of shipping, industrial and packaging materials to businesses throughout North America. We're a family-owned company whose incredible service, huge inventory and quality products fuel our ongoing expansion and growth. We offer same-day shipping on over 37,500 products in our 812-page catalog and on our state-of-the-art e-commerce website.

Uline provides the essential supplies needed to keep organizations operational and productive. To protect the health and safety of our employees, we have modified our normal operating policies in response to COVID-19.

Each resume submitted gets individually reviewed by our team and retained for 24 months in case a great opportunity opens for you to join our Uline family.

EEO/AA Employer/Vet/Disabled

#LI-SR1
#CORP",3.5,"Uline
3.5","Milwaukee, WI",-1,5001 to 10000 Employees,1980,Company - Private,Wholesale,Business Services,Unknown / Non-Applicable,-1
9,Microstrategy Business Intelligence Analyst,"$73k-$141k
(Glassdoor Est.)","Headquartered in Modesto, CA, G3 Enterprises has been supplying the wine and spirits industry for over 50 years. As a single source packaging solution, its products and services include labels, stock and custom closures, warehousing, transportation, bottle etching, and mobile bottling.

The Business Intelligence Analyst creates reporting and analytical solutions that enable translating data into knowledge and maintains Microstrategy infrastructure across G3 organization. Analyzes business intelligence data to inform business decisions. Partners with other areas of the business to model the outcome of implementing potential business strategies.

Essential Functions
This job description reflects management’s assignment of essential functions; it does not prescribe or restrict the tasks that may be assigned.
• Utilizes data architecture to enable business decisions and recommend technical solutions to management based on scalability and complexity.
• Provides guidance and analytical support to include analysis and research in areas across G3 corporation.
• Satisfies ad-hoc requests for information from G3 teams that aid in uncovering new understandings that drive decisions which move the organization forward.
• Acts as technical expert, addressing infrastructure needs, systems/applications integration, compatibility, and multiple platforms.
• Analyzes data to create and maintain reports, dashboards, visualizations, and other tools (such as cubes and views) in multiple development and production environments.
• Responsible for executing the implementation of the BI strategy related to G3’s SAP ERP and OTM systems.
• Sources data from various systems via Enterprise Data Warehouse (EDW) and external data sources.
• Designs user driven analytics structure using existing data architecture.
• Influences data warehousing teams to recommend data layer structures and integrate systems.
• Translates business requirements to functional and technical design solutions, specifications, and prototypes.
• Collaborates with development teams to design business intelligence solutions to facilitate data gathering, storage, and retrieval.
• Consults with users or decision makers to identify data sources, required data elements, or data validation standards.
• Develops test plans and facilitates testing prior to promotions.
• Creates and maintains technical documentation
• Performs cross-functional analysis and collaborates with stakeholders across departments. Partners and presents findings to senior leadership.
• Responsible for understanding and complying with applicable quality, environmental and safety regulatory considerations. If accountable for the work of others, responsible for ensuring their understanding and compliance.

Qualifications
To perform this job successfully, an individual must be able to perform each essential duty satisfactorily. The requirements listed below are representative of the knowledge, skill and ability required. Reasonable accommodations may be made to enable individuals with disabilities to perform the essential functions.

Minimum Qualifications
• Bachelor's degree in Computer Science, Business Administration, MIS, Mathematics, Data Analytics, Data Science, or Engineering plus 3 years of experience in business intelligence, technical architecture, application development, middleware, or database management; OR High School diploma or State-issued equivalency certificate plus 7 years of experience in business intelligence, technical architecture, application development, middleware, or database management.
• Ability to build and understand basic SQL queries.

Preferred Qualifications
• Master’s degree in Computer Science, Operations Research, Business Administration, MIS, Mathematics, or Engineering.
• MicroStrategy Intelligence Server Development experience.
• Experience designing and executing Application objects and Schema objects using MicroStrategy Desktop.
• Experience analysis, design, development, testing, and debugging of complex reports, ETL scripts and dashboards.
• Experience troubleshooting high level issues to identify and resolve problems caused by the database, source data, ETL, or the Business Intelligence software (common examples: nulls in data causing joins to function incorrectly; ETLs running out of sequence; MicroStrategy Objects not set up properly).
• Experience with cloud computing and “big data” processing and analytics.
• Understanding of web servers and applications.
• Knowledge of components of an enterprise systems architecture
• Knowledge of business process re-engineering processes including Lean Six Sigma principles.
• Lean Six Sigma Green or Black Belt Certified.
• Strong understanding of network architecture and application development methodologies
• Experience reading, analyzing, and interpreting common scientific and technical journals and financial reports.
• Knowledge of emerging technologies and development platforms.
• Experience applying machine learning or artificial intelligence to BI applications.
• Possesses a passion for technology and its impact on the enterprise, customers and consumers along with a breadth of experience that can balance business, application and operational requirements.
• Strong understanding of systems and “systems thinking” with the ability to make trade-off decisions to accomplish system-wide goals.
• Excellent written and verbal communication skills.
• Excellent planning and organizational skills.
• Skilled in balancing long-term and short-term goals and perspectives of challenging situations.
• Skilled in applying multiple technical solutions to business problems.
• Remains unbiased toward any specific technology or vendor choice.
• Excellent analytical and technical skills.
• Skilled in navigating complex political situations to ensure successful change management.
• Exceptional interpersonal skills, including teamwork, facilitation and negotiation.
• Demonstrates strong technical thinking and developed high credibility with the technical community. Recognized by the IT community as someone who solves complex technology related business problems.
• Experience with performance tuning of business intelligence applications.
• Strong knowledge of SQL queries including writing, reading, and debugging.
• Experience working with Enterprise Data Warehousing, specifically SAP Data Warehousing (HANA).

Physical Demands
The physical demands described here are representative of those that must be met by an employee to successfully perform the essential functions of this job. Reasonable accommodations may be made to enable individuals with disabilities to perform the essential functions. While performing the duties of this job, the employee is frequently required to sit. The employee is occasionally required to stand and walk.

Work Environment
The work environment characteristics described here are representative of those an employee encounters while performing the essential functions of this job. Reasonable accommodations may be made to enable individuals with disabilities to perform the essential functions. The noise level in the work environment is usually moderate.

EEO/AA M/F/Vet/Disability",3.8,"G3 Enterprises
3.8","Modesto, CA",-1,501 to 1000 Employees,-1,Company - Private,Miscellaneous Manufacturing,Manufacturing,$500 million to $1 billion (USD),-1
