,Job Title,Salary Range,Job Description,Rating,Company Name,Location,Headquarters,Size,Founded,Type of ownership,Industry,Sector,Revenue,Competitors
0,Data Analyst,-1,"Please do not apply through Glassdoor.
The only way you will be considered is if you follow the link at the bottom of the page and take a very short quiz.
What are we looking for?
We are looking for a technically savvy database-oriented Analyst with good people skills and the ability to pick up new business concepts and technologies.
The ideal candidate will possess:
At least 4 years of experience.
A strong to very strong working knowledge of SQL and Python.
An ability to write and troubleshoot complex SQL procedures.
The desire to understand business events through data.
An understanding of Data Warehousing and ETL techniques.
High level understanding in at least one scripting language such as Ruby, Shell, Python.
An interest in learning large data set processing with MapReduce/Hadoop/Pig/etc.
Linux skills are a plus.
Good client relations skills strongly preferred.
Who are we?
Raybeam, Inc. is a software engineering and consulting company focused on strategic consulting, business intelligence, and online/database marketing for the past fifteen years. We have offices near Boston and San Francisco and support a strong list of clients including Google, Facebook, Microsoft, eBay, Disney, One Kings Lane, Beachbody and Hilton Worldwide.
What do we do?
We provide technology solutions by architecting and developing enterprise systems using a variety of programming languages, tools and platforms. This can range from building data warehouses, to web applications to implementing reporting platforms. We work in small teams, own the projects that we work on, and have direct input into the business decisions of our clients.
What do you get from working for Raybeam?
A fun, supportive work environment that promotes camaraderie and growth.
The chance to travel and network with important figures in the industry.
The chance to have input into business decisions of our clients.
The opportunity to learn technologies that you've always wanted but never had the chance.
If you are interested in applying for the position please click on the link below to take a short quiz.
http://careerseval.raybeam.com/sign_in
Please note that Raybeam, Inc. is currently unable to provide sponsorship and we will only consider local candidates.
COVID-19 considerations:
Due to COVID, all employees are currently working remotely. When it is safe to do so, we will return to the office.",4.7,"Raybeam
4.7","Newburyport, MA",-1,51 to 200 Employees,1997,Company - Private,Consulting,Business Services,Unknown / Non-Applicable,-1
1,Data Analyst,-1,"Position Number: 347630

Location: Saint Louis, MO 63146

Position Type: Temporary

Required Skill Set:
Data Analysis, JavaScript, Python, SAS, Spotfire

Position Description:
*C2C is not available**
*Only U.S. Citizens and those authorized to work in the U.S. can be considered as W2 candidates.**
Location: St. Louis, MO 63146
Duration: 6 months

Data Analyst
Knowledge in working with one or more of the following tools: SAS, Spotfire, J-Review, R, SAS, JavaScript, Python, or Perl
A thorough understanding of data standards
Filter, tag, join, parse, and normalize data sets for use in analytical models.
Create reports and dashboards from a versatility of data.
Work with data manager or steward to resolve data quality issues and with data scientists to understand their workflows and requirements.
Manage model degradation.
Ensure models remain predictive.
Good data wrangling, some statistics & linear algebra skills.
Create operative business insights for business stakeholders, and use the outputs of the Data Scientists in operative business.
Decomposition of complex problems, expert knowledge in data, tools, and methods, storytelling and communication, business acumen.
4-6 Years of Experience
Other locations considered:
Arlington, WI
Evansville, IN
Huxley, IA
Williamsburg, IA
Lubbock, TX
Monmouth, IL
Ankeny, IA",4.4,"Rose International
4.4","Saint Louis, MO",-1,1001 to 5000 Employees,1993,Company - Private,Staffing & Outsourcing,Business Services,$100 to $500 million (USD),-1
2,Web Data Analyst,"$65k-$79k
(Employer Est.)","Web Data Analyst
Corporate Headquarters
12575 Uline Drive, Pleasant Prairie, WI 53158

Our customer promise is worth bragging about. Use your marketing and advertising expertise to spread the word and grow our business.

Better together than apart. This position is on-site, and we are looking for good people who share our passion.

Uline is proud to operate as a drug-free workplace. All new hires must complete a pre-employment drug screening.

Position Responsibilities
Collect web data and statistics for Uline’s various eCommerce websites (Uline.com, Uline.ca and Uline.mx).
Analyze data and provide weekly and monthly reports to management.
Make recommendations to improve website and reduce return rates.
Translate complex and analytical work into easy to understand data points.
Respond to ad hoc reporting requests and maintain relationships with various departments.

Minimum Requirements
Bachelor's degree.
Experience using Google Analytics or Adobe Analytics.
Experience using a data visualization tool such as Power BI or Tableau.
2+ years experience in website analysis.
Proficient in Microsoft Excel with some knowledge of SQL and / or Google BigQuery.
Well organized and detail-oriented with an ability to multitask.
Strong analytical and problem-solving skills.

Benefits
Complete insurance coverage that includes medical, dental, vision and life insurance, Flexible Spending Accounts and wellness programs.
401(k) with 5% employer match.
Paid holidays and generous paid time off.
Bonus programs that include annual performance, sales goals and profit sharing.
Scholarship program for children of employees.

Employee Perks
On-site café with executive chefs and seasonal dinner-to-go options.
First-class fitness center with complimentary personal trainers.
Over four miles of beautifully maintained walking trails.
Numerous employee appreciation events throughout the year.
Professional development classes and monthly in-house speakers.

About Uline

Uline is the leading distributor of shipping, industrial and packaging materials to businesses throughout North America. We're a family-owned company whose incredible service, huge inventory and quality products fuel our ongoing expansion and growth. We offer same-day shipping on over 37,500 products in our 812-page catalog and on our state-of-the-art e-commerce website.

Uline provides the essential supplies needed to keep organizations operational and productive. To protect the health and safety of our employees, we have modified our normal operating policies in response to COVID-19.

Each resume submitted gets individually reviewed by our team and retained for 24 months in case a great opportunity opens for you to join our Uline family.

EEO/AA Employer/Vet/Disabled

#LI-SR1
#CORP",3.5,"Uline
3.5","Northbrook, IL",-1,5001 to 10000 Employees,1980,Company - Private,Wholesale,Business Services,Unknown / Non-Applicable,-1
3,Data Analyst,-1,"Our data operations team is the pharmacy support system for our customers - we help them transition to divvyDOSE, manage their prescriptions, answer their questions, and coordinate care with their health team. This work is coordinated across pharmacists, technicians, and customer support staff to ensure we provide the best care for our customers. Among other things, we transfer prescriptions to and from other pharmacies, contact medical care providers to understand treatments and request prescription refills and answer inbound questions from our customers.

You will:


Your goal is to help the operation run more effectively and efficiently through data analysis, reporting, dash-boarding, and special projects. You will help us build context through better reporting and drive the business forward by providing data-driven recommendations on ways to improve efficiency and optimize our operation. On any given day you might be presenting to our executive team, doing a deep dive on call analytics, or working with a small team to prototype and test new processes.
Become an expert and go-to resource for our process flows and our operational data
Work with operations management to develop actionable operations performance dashboards across all areas of the organization
Perform ad-hoc data analysis to identify measurable improvements to our operation, and advocate for those improvements via presentations and reports
Maintain and improve operations forecasting models
Collaborate with Finance and Technology teams to ensure we are able to continue to effectively measure our operation as technology improves
Communicate effectively and efficiently across multiple teams and work groups
Requirements
You have strong analytical and problem-solving skills
You are used to tackling very loosely defined problems and still deliver high-quality output
Advanced proficiency in Excel, PowerPoint, and strong written and oral communication
Ability to adapt quickly to a changing environment
3-5 years of analyst experience
Bachelor's degree, with major in analytical or technical field strongly preferred
Experience with BI tools such as Looker or Tableau is a plus
Job Title: Data Analyst

Job Type: Full-time

FLSA Status: Exempt

Benefits

In addition to competitive salary and a unique opportunity to thrive at a growing company, divvyDOSE offers various formal benefits as well.

INSURANCE, PAID TIME OFF, & RETIREMENT

Full-time employees receive Sick days, Vacation days, and Holiday Bonuses as well as employer-paid Medical (including a Health Savings Account with an employer contribution), Dental, Vision, and Life insurance. In addition, we're proud to offer Voluntary Life & AD&D, Short Term Disability, and Long Term Disability coverage. A 401k plan with employer contribution is available, too.

SOCIAL EVENTS

In our company description, you can tell the divvyTEAM likes to have fun. Regular potlucks, company events, pizza days, wellness challenges, and divvyNEWS You Can Use updates maintain our work-hard play-hard culture.

divvyDOSE provides equal employment opportunity to all qualified applicants regardless of race, color, religion, national origin, sex, sexual orientation, gender identity, age, disability, genetic information, or veteran status, or other legally protected classification in the state in which a person is seeking employment. Applicants encouraged to confidentially self-identify when applying. Local applicants encouraged to apply. Drug-free work environment. Must be eligible to work in the United States.

Apply for this job",3.4,"divvyDOSE
3.4","Moline, IL",-1,201 to 500 Employees,2015,Company - Private,Health Care Services & Hospitals,Health Care,Unknown / Non-Applicable,-1
4,Treasury Data Analyst,"$46k-$82k
(Glassdoor Est.)","Requisition Number:
4141

Job Title:
Treasury Data Analyst

Location City:
Miami Lakes

Location State:
Florida

Job Description:
SUMMARY: The Treasury Analyst supports execution and provides ad hoc analysis across all treasury functions including risk management, funding & liquidity, forecasting, and reporting.

ESSENTIAL DUTIES AND RESPONSIBILITIES include the following. Other duties and special projects may be assigned.

Analysis
Run long-term deposit analysis projects to identify opportunities to efficiently grow the retail deposit portfolio. This analysis will include developing, testing, and maintaining statistical behavioral models and reporting findings to senior management.
Develop reporting tools to streamline reporting and increase depth of understanding of customer behavior and customer lifetime value.
Develop adhoc analytics around liquidity management, funding alternatives and execution, and opportunity cost of different approaches to funding.

Reporting / Reconciliation
Enhance standard daily and periodic reporting and maintain process documentation for all relevant reports including funding mix/cost of funds and certain liquidity metrics.
Testing and implementation of new technology tools including Tableau dashboards and other platforms.
Develop new dashboard and key metrics to monitor liquidity and funding profile across various portfolios, time horizons, and markets.

Operations
Act as occasional back up for cash position reporting and exception pricing processing and escalation of non-standard pricing requests.
Maintain up-to-date process documentation around reporting processes including data sources and inputs.
Engage with different groups across IT, operations, and product development to enhance reporting, identify new data sources, and enhance the bank's understanding of customer behaviors.

EDUCATION and/or EXPERIENCE:
Bachelor's Degree in Business, Finance, Economics, Accounting, or related fields from an accredited institution
CFA or MsF preferred
Minimum 3 years in corporate treasury or financial services required
Alternate combination of education and experience may be considered
Experience with statistical modeling or econometric modeling including data management, model development, and interpreting and presenting results
Strong skills in MS Excel, MS PowerPoint, and ability to clearly communicate
Proficiency in statistical modeling/programming languages such as R, Python, or SQL required
Willingness to learn new analysis, querying, and data visualization programs required",3.1,"BankUnited
3.1","Miami Lakes, FL",-1,1001 to 5000 Employees,2009,Company - Public,Banks & Credit Unions,Finance,$10+ billion (USD),-1
5,Data Analyst,-1,"Please do not apply through Glassdoor.
The only way you will be considered is if you follow the link at the bottom of the page and take a very short quiz.
What are we looking for?
We are looking for a technically savvy database-oriented Analyst with good people skills and the ability to pick up new business concepts and technologies.
The ideal candidate will possess:
At least 4 years of experience.
A strong to very strong working knowledge of SQL and Python.
An ability to write and troubleshoot complex SQL procedures.
The desire to understand business events through data.
An understanding of Data Warehousing and ETL techniques.
High level understanding in at least one scripting language such as Ruby, Shell, Python.
An interest in learning large data set processing with MapReduce/Hadoop/Pig/etc.
Linux skills are a plus.
Good client relations skills strongly preferred.
Who are we?
Raybeam, Inc. is a software engineering and consulting company focused on strategic consulting, business intelligence, and online/database marketing for the past fifteen years. We have offices near Boston and San Francisco and support a strong list of clients including Google, Facebook, Microsoft, eBay, Disney, One Kings Lane, Beachbody and Hilton Worldwide.
What do we do?
We provide technology solutions by architecting and developing enterprise systems using a variety of programming languages, tools and platforms. This can range from building data warehouses, to web applications to implementing reporting platforms. We work in small teams, own the projects that we work on, and have direct input into the business decisions of our clients.
What do you get from working for Raybeam?
A fun, supportive work environment that promotes camaraderie and growth.
The chance to travel and network with important figures in the industry.
The chance to have input into business decisions of our clients.
The opportunity to learn technologies that you've always wanted but never had the chance.
If you are interested in applying for the position please click on the link below to take a short quiz.
http://careerseval.raybeam.com/sign_in
Please note that Raybeam, Inc. is currently unable to provide sponsorship and we will only consider local candidates.
COVID-19 considerations:
Due to COVID, all employees are currently working remotely. When it is safe to do so, we will return to the office.",4.7,"Raybeam
4.7","Mountain View, CA",-1,51 to 200 Employees,1997,Company - Private,Consulting,Business Services,Unknown / Non-Applicable,-1
6,Data Analyst,"$45k-$84k
(Glassdoor Est.)","Overview


Data / Accounting Analyst

Interact with all levels of the organization to develop actionable analytics in an environment with a 4.4 Glassdoor rating

About Ellson:

Ellison Technologies is a 300+ person provider of advanced machining solutions to North American metal-cutting manufacturers and their global affiliates. As a family of companies we are committed to the survival and growth of the American manufacturing industry. Independent offices provide us a local market focus and the flexibility to advocate the needs of each of our valued customers.

Our priority is to introduce technologies that strengthen our customers’ ability to compete in the markets they serve. Whether the solution involves a stand alone machine, multi-process equipment, or an integrated manufacturing system with robotic automation, our goal remains the same; to optimize throughput and quality at the lowest per-part manufacturing cost.

“The Ellison Way principles continue to drive our company forward. The Ellison Way principle of Adaptation will ensure that Ellison will evolve to further grow market share, strengthen our relationships with our key partners Doosan and our customers. The major focus moving forward must be on the development of Ellison’s most valuable resource – its people."" - Graham Hooper (CEO)

More information please visit us at https://www.ellisontechnologies.com/about-us, or at our Glassdoor page.

Responsibilities


All though not all inclusive, we expect the following daily and weekly activities to take place.
reporting to the VP of Accounting and Finance this role will interact with all levels of the organization from Marketing, to regional presidents and sales leaders to gain a comprehensive understanding of the business needs.
Collect and analyze data from myriad sources (UCC filings, USMTO, marketing, accounting, order and revenue centers, etc.) to develop actionable insights for members of the leadership team
Develop and maintain dynamic financial forecasts utilizing business models
Responsible for ad hoc reporting request from all levels of management Create visually impactful data, with tools such as Tableau, to explain statistical results of analysis.
Coordinates and assists in the development of Excel-based Macros used for all the firm’s statistical analyses
Track and analyze business cost/expenses on a monthly/weekly basis
Use strong verbal and written communication skills to interface with internal clients.
Generate KPI reports indicating areas for business improvement
Qualifications


What do we expect the right candidate will possess?
At least 6 months of experience (this could include internship programs) collecting and analyze data from myriad sources (UCC filings, USMTO, marketing, accounting, order and revenue centers, etc.) to develop actionable insights for members of the leadership team
Experience using Tableau or similar tool
A bachelors degree in statistics, math, economics, business or accounting (note that this is not a data base administrator or IT position)
Strong Excel acumen including the development of Excel-based macros
An ability to communicate across all levels of the organization
(local candidates only please)
""Ellison Technologies is an Equal Opportunity employer. All qualified applicants will receive consideration for employment without regard to race, color, religion, sex including sexual orientation and gender identity, national origin, disability, protected Veteran Status, or any other characteristic protected by applicable federal, state, or local law.” ***

#ZR *PM18",4.4,"ELLISON TECHNOLOGIES, INC.
4.4","Santa Fe Springs, Los Angeles, CA",-1,201 to 500 Employees,1955,Company - Private,Industrial Manufacturing,Manufacturing,$100 to $500 million (USD),-1
7,Quality Assurance Analyst - Data Warehouse ETL,"$41k-$87k
(Glassdoor Est.)","Quality Assurance Analyst - Data Warehouse ETL
Corporate Headquarters
12575 Uline Drive, Pleasant Prairie, WI 53158

Uncover your full potential in a collaborative environment where you'll design, develop and deliver custom solutions to big challenges. And you'll be doing it for a proven industry leader that runs one of the largest e-commerce sites in the U.S.

Better together than apart. This position is on-site, and we are looking for good people who share our passion.

Uline is proud to operate as a drug-free workplace. All new hires must complete a pre-employment drug screening.

Position Responsibilities
Plan and execute testing activities for data warehouse project.
Create and execute tests of ETL processes.
Validate data quality.
Test downstream consumption of reports and calculations.
Develop, execute and maintain test plans, test scenarios, test suites and test cases.

Minimum Requirements
Bachelor's degree in information technology, computer science or related discipline.
Proficient at independently writing complex SQL queries.
Fundamental knowledge of data warehouse concepts.
4+ years of QA (quality assurance) experience in an IT environment.
4 years experience in data warehouse testing.

Benefits
Complete insurance coverage that includes medical, dental, vision and life insurance, Flexible Spending Accounts and wellness programs.
401(k) with 5% employer match.
Paid holidays and generous paid time off.
Bonus programs that include annual performance, sales goals and profit sharing.
Scholarship program for children of employees.

Employee Perks
On-site café with executive chefs and seasonal dinner-to-go options.
First-class fitness center with complimentary personal trainers.
Over four miles of beautifully maintained walking trails.
Numerous employee appreciation events throughout the year.
Professional development classes and monthly in-house speakers.

About Uline

Uline is the leading distributor of shipping, industrial and packaging materials to businesses throughout North America. We're a family-owned company whose incredible service, huge inventory and quality products fuel our ongoing expansion and growth. We offer same-day shipping on over 37,500 products in our 812-page catalog and on our state-of-the-art e-commerce website.

Uline provides the essential supplies needed to keep organizations operational and productive. To protect the health and safety of our employees, we have modified our normal operating policies in response to COVID-19.

Each resume submitted gets individually reviewed by our team and retained for 24 months in case a great opportunity opens for you to join our Uline family.",3.5,"Uline
3.5","Pleasant Prairie, WI",-1,5001 to 10000 Employees,1980,Company - Private,Wholesale,Business Services,Unknown / Non-Applicable,-1
8,Data Analyst,"$39k-$70k
(Glassdoor Est.)","Data Analyst, St. Louis or multiple locations

St. Louis preferred, but will consider: Arlington, WI Evansville, IN Huxley, IA Williamsburg, IA Lubbock, TX Monmouth, IL Ankeny, IA
*No C2C or sponsorship, must be our W2**
4-6 Years of experience working with one or more of the following tools: SAS, Spotfire, J-Review, R, SAS, JavaScript, Python, or Perl
Thorough understanding of data standards
ilter, tag, join, parse, and normalize data sets for use in analytical models.
Create reports and dashboards from a variety of data.
Work with data manager or steward to resolve data quality issues and with data scientists to understand their workflows and requirements. Manage model degradation and ensure models remain predictive.
Good data wrangling, some statistics & linear algebra skills.
Create operative business insights for business stakeholders, and use the outputs of the Data Scientists in operative business. Decomposition of complex problems, expert knowledge in data, tools, and methods, storytelling and communication, business acumen.",4.5,"Envision LLC
4.5","Saint Louis, MO",-1,201 to 500 Employees,1994,Company - Private,Staffing & Outsourcing,Business Services,$25 to $50 million (USD),-1
9,Business Data Analyst,"$42k-$79k
(Glassdoor Est.)","Job Title:
Business Data Analyst

Location:
US, Texas, Plano
Role Overview:


McAfee is looking for a Data Analyst to join our team. You will analyze our Consumer Growth Marketing acquisition and Retention Business including digital channel performance, A/B testing, and more. You will be providing cross-department marketing insights to influence media systems, strategy, creative and content teams. You will report to the head of customer insights and analytics.



Company Overview


From device to cloud, McAfee provides market-leading cybersecurity solutions for both business and consumers. We help businesses orchestrate cyber environments that are truly integrated, where protection, detection, and correction of security threats happen simultaneously. For consumers, McAfee secures your devices against viruses, malware, and other threats, both at home and away. We want to continue to shape the future of cybersecurity by working together to build best in class products and solutions.

About the role:
You will work with other analysts and data scientists helping them with important insights on customer journey and on important metrics performance.
You will perform data analysis across all applicable marketing technologies, and communicate insights and recommendations based on findings
You will summarize data from multiple sources, developing assumptions where needed, to communicate insight and opportunity internally & externally
You will build analysis, data visualizations, and reporting that provides important insights required for decision making in the organization
You will organize the analytical needs of the business, collaborate in the design of diagnostic solutions, developing experimentation backlog based on opportunity ranking and provide data products and insights
You will translate business functional requirements into technical specifications for data and reporting teams and, conversely, technical approaches into easily digestible insights
About you:
You have experience transforming data trends into useful customer insights business can use to guide data-driven strategy and customer experience
You have 3+ years of experience in a digital role working with data, excels, and business models as part of a marketing team
You have previously worked in Digital, Traditional, and Business to Consumer marketing teams
You have knowledge of PowerBI, Azure, Adobe Analytics, or Google Analytics
You have experience using Excel pivot tables and Vlookups
You have experience and an understanding of SQL
You have worked with Tableau, Power BI or similar visualization tools
You are familiar or interested in ever-growing Internet technologies and marketing tactics like Search, Social, or SEO
Company Benefits and Perks:


We work hard to embrace diversity and inclusion and encourage everyone at McAfee to bring their authentic selves to work every day. We offer a variety of social programs, flexible work hours and family-friendly benefits to all of our employees.
Pension and Retirement Plans
Medical, Dental and Vision Coverage
Paid Time Off
Paid Parental Leave
Support for Community Involvement
We're serious about our commitment to diversity which is why McAfee prohibits discrimination based on race, color, religion, gender, national origin, age, disability, veteran status, marital status, pregnancy, gender expression or identity, sexual orientation or any other legally protected status.

Job Type:


Experienced Hire

Primary Location:
US, Texas, Plano

Additional Locations:",3.6,"McAfee
3.6","Plano, TX",-1,5001 to 10000 Employees,1987,Company - Private,Computer Hardware & Software,Information Technology,$10+ billion (USD),-1
