,Job Title,Salary Range,Job Description,Rating,Company Name,Location,Headquarters,Size,Founded,Type of ownership,Industry,Sector,Revenue,Competitors
0,Data Scientist,"$69k-$117k
(Glassdoor Est.)","The Data Scientist in Diversity and Inclusion will be part of a team working on ground floor change that will continue to strengthen St. Judes culture and work environment. We are looking for someone who is very analytical, has strong critical thinking skills, and is a strong communicator. This position will be responsible for using data to unlock trends, build predictive analytics, and provide key insights that are critical for the success of St. Jude operations. Using the data and trends, the selected individual will be presenting charts, graphs, and presentations to St. Jude management teams. The individual will collaborate with other Data Scientists at St. Jude and members of the Diversity and Inclusion team to gain domain knowledge across all areas of the hospital. If this position excites you, please apply and we look forward to reviewing your application.

Perform all data pre-processing steps including but not limited to collecting data in collaboration with Data Engineers, data cleansing, normalization, feature selection and dimensionality reduction

Develop machine learning models or use stochastic models

Document all technical and business aspects associated with each project
Master's degree in Statistics/Mathematics/Business Analytics or related fields is required
Four (4) years of experience in data analytics/reporting required, with at least two (2) of those years of experience in exclusive data science role
Two (2) years in a data scientist role required with a doctoral degree (PhD)
Must possess implementation experience of data science solutions using R/Python/Scala, Matlab, RapidMiner, SAS, Spark, Excel or related technologies
Clinical/Health Care domain experience preferred
Strong background in statistical analysis and root cause analysis is preferred
Strong verbal and written communication skills is preferred
R/Python/Data Scientist/other related certifications preferred
St. Jude is an Equal Opportunity Employer

No Search Firms:


St. Jude Children's Research Hospital does not accept unsolicited assistance from search firms for employment opportunities. Please do not call or email. All resumes submitted by search firms to any employee or other representative at St. Jude via email, the internet or in any form and/or method without a valid written search agreement in place and approved by HR will result in no fee being paid in the event the candidate is hired by St. Jude.",4.7,"St. Jude Children's Research Hospital
4.7","Memphis, TN",-1,1001 to 5000 Employees,1962,Nonprofit Organization,Health Care Services & Hospitals,Health Care,$1 to $2 billion (USD),-1
1,Data Scientist,"$72k-$121k
(Glassdoor Est.)","As a Data Scientist, you will have the unique opportunity to work on a program developing target models and advancing state-of-the-art modeling and prediction capabilities. This program will develop and train machine learning models to detect and discern features in scenes and develop an adversarial patch framework to defeat the trained classifiers.
Our delivery teams are driven to explore new ideas and technology, and care deeply about collaboration, feedback, and iteration. We follow SAFe agile practices, embrace the Ops ethos(DataOps/DevSecOps/MLOps) to “automate-first”, use modern tech stacks, and constantly challenge each other to grow and improve.
If cutting edge data science projects resonate with you and you care deeply about joining a mission-driven company with a strong growth direction and diverse culture, we'd love to learn more about you. Check out the details below, and let’s connect.

Technical members of our solutions teams require little guidance, but love to learn, collaborate, and problem solve. This position requires a mid to senior level of experience, a passion for mission support, and a strong desire to solve our customers’ hardest technical and data challenges.
The Data Scientist will be responsible for the following:
Develop, train and evaluate Machine Learning models
Develop strategies for data augmentation and synthetic data
Utilize models to detect and classify targets within scenes
Develop adversarial attacks to defeat trained classifiers

Requirements:
TS/SCI clearance required
5+ years of related experience
Experience with deep learning frameworks such as PyTorch, Tensorflow or MXNet
Prior experience with the Intelligence Community and methodological experience in some of the following areas
Relationships and discovery (correlating, enriching, and prioritizing target data)
Situational awareness (unifying data into a single context, allowing the current situation to be accurately and quickly understood)
Systems modeling (building a computational analog of real-world-system to understand how it operates, what it is capable of, and how it can be fooled)
We're looking for a motivated Data Scientist eager to advance not only your professional career, but also the missions of our Intelligence and Defense communities. At NT Concepts, you'll be able to:
Meaningfully impact the company's growth, and share in the rewards accordingly
Develop your own career path through our What’s Next program, which emphasizes personal growth through training and certification
Work on programs of importance that directly impact National Security and the world
Work in a fun, “challenging yet rewarding” fast-paced environment
#CJ
#JT",3.6,"NT Concepts
3.6","Chantilly, VA",-1,51 to 200 Employees,1998,Company - Private,IT Services,Information Technology,$100 to $500 million (USD),-1
2,(Sr.) Data Scientist -,-1,"Thursday, June 11, 2020

Merrick Bank is a top-25 credit card issuer and merchant acquirer in the VISA/MasterCard networks, and a major recreational vehicle lender.
The Bank is a Utah Financial Institution and a member of the FDIC.

At Merrick Bank, we specialize in credit programs that assist people looking to build or rebuild their credit. We are FDIC insured and recognized as a top-20 issuer of Visa® cards. In total, we proudly serve over 2.4 million cardholders and have extended over $5.3 billion in credit.

Our Mission is to make a positive difference in the lives of our customers, our employees, and our community. We work hard to create a work environment that empowers our associates to grow, learn, and reach their potential.

This position is a member (or, a senior member, depending upon qualifications) of the Data Science and Modeling team, and will support and work with other members of the team to produce the models, reports, and analysis as required for the bank. Data science, machine learning and statistical programming are the core competencies of the position, but in addition, the applicant should work well with others, have a desire to learn, be self-motivated, and have excellent communication and presentation skills.

REQUIRED SKILLS, ABILITIES, KNOWLEDGE, AND EXPERIENCE:
Master's degree in a relevant quantitative field, or a bachelor’s degree with a significant amount of relevant work experience.
Firm knowledge of statistical theory, data science, or machine learning algorithms is a requirement.
Expertise with R or Python is required.
Experience with any of the following computer languages is also desirable: CUDA, FORTRAN or C/C++, SAS, SQL, Unix shell scripting, or LaTeX.
Experience with HPC (High Performance Computing), or Parallel Computing would be a plus. Experience with SLURM would be outstanding.
Experience in the banking industry, specifically in credit cards, is not necessary, but would be desirable.


PRIMARY DUTIES:
Statistical programming, model development and implementation.
Communicating results, both verbally and in writing.
Work both individually and in a collaborative manner with a team.
Designing, validating, and improving data driven decision making processes and strategies.
Building key metrics and modeling reports for communication with executives.
Compliant with Laws & Regulations.

What’s in it for you:

Competitive salary (DOE)

Benefits package -Medical, Dental and Vision (plus much more)

401(k) Plan with Company Match

Short & Long Term Disability

Group Life and AD&D Insurance

Paid Vacation, Holidays, and Personal Days

Employee Events, including Employee Appreciation Day, Holiday Party, etc.

Tuition Reimbursement Program
Candidates must have unrestricted authority to work in the
United States without sponsorship.

Merrick Bank is an equal opportunity employer. We evaluate qualified applicants
without regard to race, color, religion, sex, national origin, disability,
veteran status, and other legally protected characteristic. The EEO is the
Law poster is available here: http://www1.eeoc.gov/employers/poster.cfm

Please go to our website www.merrickbank.com to apply and learn more about our company

We are an equal opportunity employer. Merrick Bank will do a thorough background check for all hires. This includes a review of your personal credit history, drug testing, background check, and employment/personal references. A good credit history is important.

Other details
Job Family
Account Acquisition & Data Science
Pay Type
Salary",3.5,"Merrick Bank
3.5",Utah,-1,201 to 500 Employees,1997,Company - Private,Banks & Credit Unions,Finance,Unknown / Non-Applicable,-1
3,Data Analyst,"$50k-$88k
(Glassdoor Est.)","Rational is growing, and we need amazing talent to join our team. If you have an entrepreneurial attitude with a deep spirit of service and killer subject expertise, we want to talk to you. We are always looking for the next great consultant to raise the bar and push Rational to be better than we were yesterday. Staying hungry, curious, and looking forward to what’s next is part of our DNA.

This Data Analyst will be part of Rational's Technology & Data Practice and supporting one of our large biotech projects. This individual will provide strategic and tactical consultation, leadership in delivering solutions, and oversight of processes and systems.  The position requires solid technical foundation, domain knowledge, as well as strong verbal and written communication skills with a proven ability to clearly communicate technical information to a non-technical audience.

This is a full time position within Rational's Technology Practice. This position is not available for Visa sponsorship or C2C work.

What you will do:
Serve as the Business Analyst subject matter expert supporting, but not limited to Commercial portfolio
Network with a new and evolving IT environment, business team, and vendors to foster strong relationships and build partnerships
Understand strategy and how it translates to executable programs, projects, and efforts that align with strategic goals while taking the environmental constraints and opportunities into account
Collaborate with cross-functional professionals to deliver high-quality and innovative solutions that meet the business needs and create new opportunities
Provide analytic support of various levels of complexity including large, multi-year, cross-functional efforts with internal and external influencing factors
Negotiate conflicts and complex issues to an expeditious and satisfactory resolution
What you will bring:
3+ years of exposure to the orchestrating technology solutions for technical and/or Biotechnology or Pharmaceutical organizations
3+ years of experience in the Business Analysis or equivalent role with solution delivery and process improvement supporting cross-functional implementation of IT solutions in the Biotechnology or Pharmaceutical industry
3+ years of experience in organization financials, financial reporting
Familiarity with applications used in the business area such as Salesforce and Veeva
Working experience in SQL Server and Snowflake (preferred, but not required)
Proven knowledge of IT solutions and application management through various product cycles and evolving work environments
Demonstrated technical understanding of application architecture to include application servers, web servers, configuration files, relational databases, and reporting applications
Ability to proactively plan, organize, deliver with limited oversight, prioritize, and quickly adapt to changing situations
Excellent communication skills, including the ability to interface and influence internal and external partners at multiple organization levels
Strong interpersonal and negotiation skills, with a high degree of self-motivation and ability to work independently
Proficient in essential tools such as Power BI, Smartsheets, PowerPoint, Visio, etc.
Who you are:
Data Lover. You know your numbers and value the metrics behind the buyer story.
Collaborative to the Core. Demonstrated ability to work in a team environment, as a leader and member.
Well-rounded Professional. You have amazing communication and organizational skills along with high EQ.
Proactive. You are always thinking ahead about what is best for the Client.
Adaptable. Change happens at lightning speed; you are flexible, enjoy challenge, and get behind new ideas
Rational is a customer experience (CX) solutions firm that pairs the capabilities of a strategic consultancy with the creativity of a full-service digital agency. We design and activate compelling experiences that create strong connections between people and brands. We put humans at the center of business and partner with our clients to deliver meaningful experiences that help their customers while driving business success. Customer satisfaction at every level is our ultimate metric, and it's what drives our mindset, skillset, and company culture.

Incredible people are our non-negotiable. Our experienced team of consultants spans the globe. We love what we do, and who we do it with – let’s begin our next chapter together.

Rational is committed to ensuring all candidates have an equal opportunity to be considered for employment. Please let us know if you need any reasonable accommodation to participate in the job application or interview process.",2.7,"Rational
2.7","Redmond, WA",-1,201 to 500 Employees,2009,Company - Public,Consulting,Business Services,Unknown / Non-Applicable,-1
4,Data Analyst,"$59k-$73k
(Employer Est.)","Data Analyst

Job Details
Job Location
Yakima - Yakima, WA
Position Type
Full Time
Education Level
Bachelor's degree
Salary Range
$58,900.00 - $73,600.00 Salary/year
Job Shift
Day
Job Category
Information Technology
Description
Who is Comprehensive Healthcare?
Comprehensive Healthcare provides innovative behavioral health and integrated healthcare services to clients of all ages. We take pride in our creative and collaborative work environment and in delivering clinically excellent, trauma-informed, recovery-oriented services.

What are we looking for in a Data Analyst?
As a member of the Information Services department, the Data Analyst supports Comprehensive’s technology and business initiatives by coordinating the collection, storage, and utilization of essential data. This position will work closely with leadership and other staff to determine data needs for specific projects or ad hoc requests, and then gather, interpret, and present the information to the team. The work of the Data Analyst will impact day-to-day clinic operations as well as business decisions, so a high degree of accuracy, thoroughness, and timeliness are essential. Previous experience performing data analytics in the healthcare field is required. The Data Analyst will work on-site in our Yakima office.

Data Analyst duties may include:
integrating data from internal & external sources and performing extract, transform, and load operations to data in various applications
analyzing data to identify and interpret patterns or trends in data sets
performing data audits to identify problem areas & implementing strategies to optimize data integrity and process improvements
assisting with the design & implementation of database warehouse structure and developing standards for the design of data elements
supporting the implementation, testing, and validation of data & software systems
assisting with ongoing data architecture processes & governance
providing Tier II technical support to employees
documenting all work as it is completed
Qualifications:
Bachelor’s degree in computer science, data analytics, or related field
Three years of experience with data analysis within the healthcare industry
What Comprehensive Healthcare Can Offer You
Training and Development
A variety of career opportunities in a wide range of settings with room for mobility and promotion
Regular training opportunities including support, supervision, and consultation in implementing evidence-based services and programs
Innovative Program & Services
A strong reputation for providing quality, evidence-based services within a collaborative multi-disciplinary team environment
Innovative, forward-looking leadership that seeks to thrive in an ever-changing healthcare environment
Joint Commission-accredited organization committed to continuous quality improvement
Established partnerships with major research universities and other community and healthcare providers to implement cutting-edge treatment programs and services
Excellent Benefits
Competitive salaries within our communities and industry
Healthcare coverage for employee and qualified family members
Generous vacation, paid holiday and sick leave policies
Access to Employee Assistance Program services
Agency-funded retirement plan with contributions equal to 5% of compensation
Additional retirement investment opportunities with a 50% investment match of up to 4% of compensation
Agency-funded life and disability insurance program
Equal Opportunity Employer
Comprehensive Healthcare is proud to be an equal opportunity employer. We do not discriminate based on race, sex, age, color, religion, national origin, sexual orientation, gender identity or expression, marital status, veteran status, disability status, or any other basis prohibited by federal, state, or local law. We value the diverse perspectives and strengths that our employees bring to the workplace and we encourage individuals from underrepresented groups to apply for our positions. The Human Resources department offers accommodations and assistance for the application and interview process; please contact us at (509) 575-4084 to make arrangements.",3.3,"Comprehensive Healthcare
3.3","Yakima, WA",-1,501 to 1000 Employees,1971,Nonprofit Organization,Health Care Services & Hospitals,Health Care,Unknown / Non-Applicable,-1
5,Data Scientist,-1,"COMPANY

AccuWeather, recognized and documented as the most accurate source of weather forecasts and warnings in the world, has saved tens of thousands of lives, prevented hundreds of thousands of injuries and tens of billions of dollars in property damage. With global headquarters in State College, PA and other offices around the world, AccuWeather serves more than 1.5 billion people daily to help them plan their lives and get more out of their day through innovative digital media properties, such as AccuWeather.com and mobile, as well as Business Solutions (AFB), radio, television, newspapers, and the 24/7 AccuWeather Network.

Additionally, AccuWeather produces and distributes news, weather content, and video for more than 180,000 third-party websites. Among AccuWeather's many innovative and award-winning features free to the public are MinuteCast® Minute by Minute™ forecasts with Superior Accuracy™. Further, AccuWeather serves more than half of Fortune 500 companies and thousands of businesses globally.

RESPONSIBILITIES:
Work with multiple data formats, databases, and storage technologies to perform comprehensive analysis and report findings.
Partner with different departments to determine needs, scope solutions, and communicate findings to non-technical audiences.
Independently perform data cleaning, merging, analysis, and visualization including predictive analytics, statistical modeling, and machine learning.
Visualize and communicate results.
Engage in cloud-based development & implementation of machine learning.
Explore, test, and implement methods that perform machine learning techniques that will leverage some of the largest datasets on the planet.
Design and build technology that supports continuous improvements in machine learning driven forecasting systems.
Support AccuWeather labs innovation efforts.
Keep abreast with best practices and trends.
QUALIFICATIONS:
B.S. or M.S. (preferred) in Computer Science, Applied Mathematics, Meteorology or a similar, relevant field.
Experience working with and deploying projects in a cloud infrastructure.
Experience accessing and working with scientific data sets.
Familiarity working with large datasets leveraging technology that may include BigQuery, AWS Athena, Tableau, and/or Power BI
Analyzing data through R and/or Python
Familiarity with one or more RTB ad management & DSP & SSP platforms
Deep mathematical and technical understanding of many AI methodologies.
Excellent organizational and time management skills.
Desire and interest in keeping up to date on what is and what is new in data science.
AccuWeather is proud to be an Equal Opportunity/Affirmative Action Employer. We are committed to equal employment opportunity to all applicants and existing employees and we evaluate qualified applicants without regard to race, creed, color, national origin, sex (including pregnancy and gender identity/expression), sexual orientation, age, ancestry, physical or mental disability, marital status, political affiliation, religion, citizenship status, genetic information, veteran status, or any other basis protected under applicable federal, state, or local law. View the EEO is the Law poster here and its supplement here. The pay transparency policy is available here.

AccuWeather is committed to working with and providing reasonable accommodations to individuals with disabilities. If you need a reasonable accommodation because of a disability for any part of the employment process, please send an e-mail to human.resources@accuweather.com and let us know the nature of your request and your contact information.",3.7,"AccuWeather
3.7",Remote,-1,201 to 500 Employees,1962,Company - Private,TV Broadcast & Cable Networks,Media,$100 to $500 million (USD),-1
6,Senior Data Scientist,-1,"Chat with a recruiter today! Follow this link: https://flashrecruit.com/jobs/50818747

Job Overview:
Our client will be hiring a Senior Data Scientist with deep technical capability and energy storage or renewable energy industry experience. Python and SQL coding skills are required.

Report to the Sr. Director of Product Management. Assist with developing, refining, and advancing energy storage technology for use in the next generation of the grid.

***We are unable to work with 3rd-party or C2C candidates for this role***

Responsibilities
Model and algorithm development
Work with Product to help prototype new analytics and optimization offerings
Conduct deep dive analyses of product challenges and opportunities; formulate conclusions and recommendations to be presented to senior leadership
Produce written recommendations and insights for key stakeholders that will help shape effective metric development and reporting
Simplify and automate reporting, audits, and other data-driven activities; build solutions to have maximum scale and self-service ability by stakeholders
Recognize and adopt best practices in reporting and analysis: data integrity, analysis, and documentation
Support business with time-critical tactical data analyses

Qualifications
5+ years of experience in predictive analytics or data science.
1 year of Energy storage or renewable energy industry experience.
2 years of experience with relational databases - e.g. SQL, Redshift, Data Warehouse, etc.
1 year of experience programming in Python.
An ability to thrive in a highly ambiguous, fast-paced and rapidly changing environment
Chat with a recruiter today! Follow this link: https://flashrecruit.com/jobs/50818747",-1,Tech Talent Link,"Tualatin, OR",-1,1 to 50 Employees,-1,Unknown,-1,-1,Less than $1 million (USD),-1
7,Data Scientist,-1,"About Us

Mindoula is a next-generation behavioral health management company that delivers tech-enabled, team-based 24/7/365 behavioral health support across the continuum of care. We are building the best population health management and analytics platform by using the latest technologies in big data and data science. Also, we are developing a comprehensive platform to address the needs of pre and post hospital care for large populations.

We are currently seeking to fill in multiple roles in technology and data to help build great technology helping Mindoula to grow faster.

About You

We are looking for a talented data scientist who has a great passion for solving business problems by providing data insights through data modeling and analysis. You will work with senior leadership and data/technology teams to understand and solve complex business problems by developing data models and various techniques to analyze the health populations.

Responsibilities:
Derive insights from data analysis and modeling using multiple datasets, derived from the company platform, data provided by our customers etc.
Develop a comprehensive profile of the patient/member using the data available.
Apply statistical techniques to understand health data and analyze outcomes.
Apply data science algorithms and techniques to understand the member profile and prepare the data such that these insights help the care management team in addressing needs of our customers and members.
Be part of the data team, collaborate with product and engineering teams in developing the data required to support the functionality and new features of our platforms.
Must be self-driven and a quick learner.
Requires strong problem-solving, analytical and communication skills.
Healthcare data experience (claims, groupers) is a plus.
Technologies:
Data science: Analysis/Machine learning/AI algorithms and modeling.
Data Platforms: Spark, Python/Scala.
Strong SQL experience.
Databases: Postgres, Microsoft SQL Server
Hosting: Microsoft Azure
Tools: Github, CircleCI, CodeClimate
Requirements:
Minimum 3 years of experience in position
Healthcare experience with managing claims data
Compensation:
Competitive salary.
Generous benefits
This position is open to both as an employee or as a contractor/consultant.",3.8,"Mindoula Health Inc
3.8",Maryland,-1,51 to 200 Employees,2013,Company - Private,Health Care Services & Hospitals,Health Care,Unknown / Non-Applicable,-1
8,Data Scientist,"$80k-$111k
(Glassdoor Est.)","Job Brief

The ideal candidate will have previous Data Modeling experience. Strong preference will be given to candidates with an actuarial background in the property and casualty insurance space.

Overview

IFG Companies is in search of a Data Scientist to join its growing Predictive Modeling team.

The ideal candidate will have previous Data Modeling experience. Strong preference will be given to candidates with an actuarial background in the property and casualty insurance space.

Responsibilities
Build predictive and/or Machine Learning models in SAS
Research new statistical and mathematical techniques that are suitable and helpful for solving business related problems
Prepare data for modelling and make best/creative use of applicable and available internal or external data
Identifying and integrating new datasets that can be leveraged for modeling efforts
Support related processes around effectively deploying model to business
Effectively communicate results in written, oral and presentation formats to technical and non-technical audiences
Qualifications
Bachelor’s degree in statistics, applied mathematics, or related discipline
3+ years of Data Modeling or similar experience.
Experience with predictive modeling (classification, regression, parameter tuning, optimization criteria, feature selection), preferably with multiple techniques
Experience in model validation techniques, model testing and continuous monitoring of model performance
Experience in Property & Casualty Insurance is strongly preferred.
Demonstrated experience working with large relational data sets.
Working knowledge in SAS, R, Python or another platform to develop and implement predictive models.
Ability and willingness to quickly gain knowledge of SAS enterprise guide and enterprise miner.
Ability to communicate complex technical information in common language to foster teaching and analytics guidance to internal customers.
Advanced experience in analytics, data cleaning, and predictive modeling.
Ability to write queries in SQL.
Detail-oriented and ability to work collaboratively
Physical Demands
Physical demands are considered to be that of an office environment, climate controlled, with minimal physical exertion. This position requires prolonged sitting, ability to utilize a computer and interactions with others in meetings or via phone.
Benefits
We offer a competitive compensation and benefits package including medical, dental, vision, 401(k), flexible spending, short-term and long-term disability insurance, life insurance, long-term care, education assistance and paid time off.
IFG Companies is an equal opportunity employer committed to a diverse workforce. M/F/D/V",2.7,"IFG Companies
2.7","Atlanta, GA",-1,201 to 500 Employees,1985,Company - Private,Insurance Carriers,Insurance,Unknown / Non-Applicable,-1
9,Data Scientist,"$77k-$128k
(Glassdoor Est.)","Every Analyst a Scientist - One of our primary goals is to empower intelligence analysts to be able to study their data like scientists. The tools we develop focus on streamlining intelligence analysis through integrated algorithms and software that provide insight into the geopolitical landscape for use in operational intelligence missions around the world.

The Role:

As a Data Scientist, you will live by our motto that “Data is Destiny.” You will work with a diverse collection of massive datasets, including social media, structured and unstructured text, geospatial, time series, and imagery data. You will design, test, and validate statistical tests and machine learning models in support of cutting-edge problems in the national security space. Your expertise as a data scientist will aid a diverse team of researchers to build state-of-the-art tools and technologies that are deployed to extract and enrich intelligence used by analysts.

If you would like to help intelligence and defense analysts keep pace with technology-driven innovation, then this role is for you!

Who you are:
A U.S. Citizen with the ability to obtain a Security Clearance
A degree in a scientific field such as Statistics, Mathematics, or Computer Science
Experience in statistical modeling including performance evaluation and uncertainty quantification
Proficiency with a scientific programming language, preferably Python, and familiarity with Numpy, Pandas, and/or Scikit-learn packages
Experience in grooming sparse, incomplete, and noisy datasets
Motivated collaborator who is an excellent communicator of ideas to both technical and non-technical audiences
Even better:
Active Clearance
MS or PhD in a scientific field such as Statistics, Mathematics, Computer Science, or Data Science or 2+ years of relevant work experience
Familiarity with handling and analyzing data at scale, for example using Hadoop, Dask, Spark, and MapReduce
Working knowledge of data store tools such as SQL and Elasticsearch, and experience interacting with databases
Experience with deep learning and neural network training, testing, and evaluation with fluency in Tensorflow or PyTorch
Specialized expertise in a data-rich field such as time-series analysis, graph analytics, geospatial analysis, image processing, or Bayesian programming",4.5,"Systems & Technology Research
4.5","Woburn, MA",-1,201 to 500 Employees,2010,Company - Private,Aerospace & Defense,Aerospace & Defense,$100 to $500 million (USD),-1
